,Palavras,Rotulo,Sentenca
118965,Safra,O,9158
118966,de,O,9158
118967,2012,B-TEMPO,9158
118969,INFORMAÇÕES,O,9159
118970,DO,O,9159
118971,PRODUTO,O,9159
118973,A,O,9159
118974,Destilaria,B-NOME_ORGANIZACAO,9159
118975,do,I-NOME_ORGANIZACAO,9159
118976,Vale,I-NOME_ORGANIZACAO,9159
118977,do,I-NOME_ORGANIZACAO,9159
118978,Canaã,I-NOME_ORGANIZACAO,9159
118979,é,O,9159
118980,uma,O,9159
118981,das,O,9159
118982,mais,O,9159
118983,tradicionais,O,9159
118984,do,O,9159
118985,Espírito,B-NOME_LOCAL,9159
118986,Santo,I-NOME_LOCAL,9159
118988,que,O,9159
118989,produz,O,9159
118990,excelentes,O,9159
118991,cachaças,O,9159
118992,por,O,9159
118993,sinal,O,9159
118995,Acumula,O,9160
118996,diversos,O,9160
118997,e,O,9160
118998,importantes,O,9160
118999,prêmios,O,9160
119000,em,O,9160
119001,sua,O,9160
119002,trajetória,O,9160
119004,Dentre,O,9161
119005,eles,O,9161
119006,se,O,9161
119007,destacam,O,9161
119009,Menção,O,9161
119010,Honrosa,O,9161
119011,no,O,9161
119012,festival,O,9161
119013,cachaça,O,9161
119014,serraria,B-NOME_ORGANIZACAO,9161
119015,Souza,I-NOME_ORGANIZACAO,9161
119016,pinto,I-NOME_ORGANIZACAO,9161
119017,BH,B-NOME_LOCAL,9161
119019,1996,B-TEMPO,9161
119021,world,O,9161
119022,spirit,O,9161
119024,2009,B-TEMPO,9161
119026,Ouro,O,9162
119027,no,O,9162
119028,international,O,9162
119029,taste,O,9162
119031,quality,O,9162
119032,institute,O,9162
119033,brussels,O,9162
119034,95,O,9162
119035,pontos,O,9162
119037,2014,B-TEMPO,9162
119039,e,O,9162
119040,duplo,O,9162
119041,Ouro,O,9162
119042,na,O,9162
119043,expo,O,9162
119044,cachaça,O,9162
119045,Minas,O,9162
119047,sendo,O,9162
119048,a,O,9162
119049,maior,O,9162
119050,pontuação,O,9162
119051,histórica,O,9162
119052,da,O,9162
119053,feira,O,9162
119054,na,O,9162
119055,categoria,O,9162
119056,dos,O,9162
119057,envelhecidos,O,9162
119059,Modo,O,9163
119060,de,O,9163
119061,Produção,O,9163
119063,CACHAÇA,O,9163
119064,ARTESANAL,O,9163
119065,OU,O,9163
119066,DE,O,9163
119067,ALAMBIQUE,B-EQUIPAMENTO_DESTILACAO,9163
119068,LOCAL,O,9164
119069,DE,O,9164
119070,PRODUÇÃO,O,9164
119072,VALE,B-NOME_LOCAL,9164
119073,DO,I-NOME_LOCAL,9164
119074,CANAÃ,I-NOME_LOCAL,9164
119076,ES,B-NOME_LOCAL,9164
119077,Barril,O,9165
119079,AMBURANA,B-TIPO_MADEIRA,9165
119080,Volume,O,9166
119082,960,B-VOLUME,9166
119083,ML,I-VOLUME,9166
119084,Graduação,O,9167
119085,Alcóolica,O,9167
119087,43ºGL,B-GRADUACAO_ALCOOLICA,9167
119091,NOME,O,9169
119092,DA,O,9169
119093,CACHAÇA,O,9169
119095,Cachaça,O,9169
119096,Santa,B-NOME_BEBIDA,9169
119097,Terezinha,I-NOME_BEBIDA,9169
119098,Carvalho,B-TIPO_MADEIRA,9169
119099,Europeu,I-TIPO_MADEIRA,9169
119100,500,B-VOLUME,9169
119101,ML,I-VOLUME,9169
119102,PREÇO,O,9170
119104,R$,B-PRECO,9170
119105,89,I-PRECO,9170
119106,",",I-PRECO,9170
119107,90,I-PRECO,9170
119108,DESCRIÇÃO,O,9171
119109,DA,O,9171
119110,CACHAÇA,O,9171
119112,A,O,9171
119113,Cachaça,O,9171
119114,Santa,B-NOME_BEBIDA,9171
119115,Terezinha,I-NOME_BEBIDA,9171
119116,Carvalho,B-TIPO_MADEIRA,9171
119117,é,O,9171
119118,uma,O,9171
119119,cachaça,O,9171
119120,produzida,O,9171
119121,artesanalmente,O,9171
119122,pela,O,9171
119123,Fazenda,B-NOME_ORGANIZACAO,9171
119124,Santa,I-NOME_ORGANIZACAO,9171
119125,Terezinha,I-NOME_ORGANIZACAO,9171
119127,localizada,O,9171
119128,na,O,9171
119129,Região,B-NOME_LOCAL,9171
119130,do,I-NOME_LOCAL,9171
119131,Vale,I-NOME_LOCAL,9171
119132,do,I-NOME_LOCAL,9171
119133,Canaã,I-NOME_LOCAL,9171
119135,situada,O,9171
119136,nas,O,9171
119137,montanhas,O,9171
119138,do,O,9171
119139,Espírito,B-NOME_LOCAL,9171
119140,Santo,I-NOME_LOCAL,9171
119142,Esta,O,9172
119143,é,O,9172
119144,uma,O,9172
119145,cachaça,O,9172
119146,de,O,9172
119147,aroma,O,9172
119148,e,O,9172
119149,sabor,O,9172
119150,inigualáveis,O,9172
119152,sendo,O,9172
119153,envelhecida,O,9172
119154,por,O,9172
119155,2,B-TEMPO_ARMAZENAMENTO,9172
119156,anos,I-TEMPO_ARMAZENAMENTO,9172
119158,em,O,9172
119159,barris,B-RECIPIENTE_ARMAZENAMENTO,9172
119160,de,O,9172
119161,carvalho,B-TIPO_MADEIRA,9172
119162,europeu,I-TIPO_MADEIRA,9172
119164,Essa,O,9173
119165,maravilhosa,O,9173
119166,cachaça,O,9173
119167,possui,O,9173
119168,uma,O,9173
119169,acidez,B-CARACTERISTICA_SENSORIAL_SABOR,9173
119170,bem,I-CARACTERISTICA_SENSORIAL_SABOR,9173
119171,presente,I-CARACTERISTICA_SENSORIAL_SABOR,9173
119173,sendo,O,9173
119174,uma,O,9173
119175,bebida,O,9173
119176,a,O,9173
119177,ser,O,9173
119178,apreciada,O,9173
119179,em,O,9173
119180,momentos,O,9173
119181,especiais,O,9173
119183,Volume,O,9174
119185,500,B-VOLUME,9174
119186,ml,I-VOLUME,9174
119187,Teor,O,9174
119188,Alcoólico,O,9174
119190,38%,B-GRADUACAO_ALCOOLICA,9174
119191,Vol,O,9174
119193,INFORMAÇÕES,O,9175
119194,DO,O,9175
119195,PRODUTO,O,9175
119197,A,O,9175
119198,cachaça,O,9175
119199,Santa,B-NOME_BEBIDA,9175
119200,Terezinha,I-NOME_BEBIDA,9175
119201,tem,O,9175
119202,origem,O,9175
119203,na,O,9175
119204,Região,B-NOME_LOCAL,9175
119205,do,I-NOME_LOCAL,9175
119206,Vale,I-NOME_LOCAL,9175
119207,do,I-NOME_LOCAL,9175
119208,Canãa,I-NOME_LOCAL,9175
119210,interior,O,9175
119211,do,O,9175
119212,Espírito,B-NOME_LOCAL,9175
119213,Santo,I-NOME_LOCAL,9175
119215,Sua,O,9176
119216,destilação,O,9176
119217,é,O,9176
119218,louvada,O,9176
119219,em,O,9176
119220,prosa,O,9176
119221,e,O,9176
119222,verso,O,9176
119224,A,O,9177
119225,produção,O,9177
119226,é,O,9177
119227,artesanal,O,9177
119228,feita,O,9177
119229,com,O,9177
119230,cana,O,9177
119231,de,O,9177
119232,açúcar,O,9177
119233,selecionada,O,9177
119234,sem,O,9177
119235,queima,O,9177
119236,no,O,9177
119237,corte,O,9177
119239,destilada,O,9177
119240,em,O,9177
119241,alambique,B-EQUIPAMENTO_DESTILACAO,9177
119242,de,I-EQUIPAMENTO_DESTILACAO,9177
119243,cobre,I-EQUIPAMENTO_DESTILACAO,9177
119245,aquecido,O,9177
119246,com,O,9177
119247,fogo,O,9177
119248,a,O,9177
119249,lenha,O,9177
119251,Esta,O,9178
119252,característica,O,9178
119253,garante,O,9178
119254,gosto,O,9178
119255,suave,O,9178
119257,um,O,9178
119258,aroma,O,9178
119259,macio,O,9178
119260,sem,B-CARACTERISTICA_SENSORIAL_AROMA,9178
119261,amargor,I-CARACTERISTICA_SENSORIAL_AROMA,9178
119262,e,O,9178
119263,com,O,9178
119264,acidez,B-CARACTERISTICA_SENSORIAL_AROMA,9178
119265,equilibrada,I-CARACTERISTICA_SENSORIAL_AROMA,9178
119267,Produzida,O,9179
119268,desde,O,9179
119269,1943,B-TEMPO,9179
119271,A,O,9179
119272,Cachaça,O,9179
119273,Santa,B-NOME_BEBIDA,9179
119274,Terezinha,I-NOME_BEBIDA,9179
119275,Carvalho,B-TIPO_MADEIRA,9179
119276,Europeu,I-TIPO_MADEIRA,9179
119277,é,O,9179
119278,uma,O,9179
119279,cachaça,O,9179
119280,de,O,9179
119281,aroma,O,9179
119282,e,O,9179
119283,sabor,O,9179
119284,inigualáveis,O,9179
119286,sendo,O,9179
119287,envelhecida,O,9179
119288,por,O,9179
119289,2,B-TEMPO_ARMAZENAMENTO,9179
119290,anos,I-TEMPO_ARMAZENAMENTO,9179
119292,em,O,9179
119293,barris,B-RECIPIENTE_ARMAZENAMENTO,9179
119294,de,O,9179
119295,carvalho,B-TIPO_MADEIRA,9179
119296,europeu,I-TIPO_MADEIRA,9179
119298,Essa,O,9180
119299,maravilhosa,O,9180
119300,cachaça,O,9180
119301,possui,O,9180
119302,uma,O,9180
119303,acidez,O,9180
119304,bem,O,9180
119305,presente,O,9180
119307,sendo,O,9180
119308,uma,O,9180
119309,bebida,O,9180
119310,a,O,9180
119311,ser,O,9180
119312,apreciada,O,9180
119313,em,O,9180
119314,momentos,O,9180
119315,especiais,O,9180
119317,Modo,O,9181
119318,de,O,9181
119319,Produção,O,9181
119321,A,O,9181
119322,cachaça,O,9181
119323,Santa,B-NOME_BEBIDA,9181
119324,Terezinha,I-NOME_BEBIDA,9181
119325,tem,O,9181
119326,origem,O,9181
119327,na,O,9181
119328,Região,B-NOME_LOCAL,9181
119329,do,I-NOME_LOCAL,9181
119330,Vale,I-NOME_LOCAL,9181
119331,do,I-NOME_LOCAL,9181
119332,Canãa,I-NOME_LOCAL,9181
119334,interior,O,9181
119335,do,O,9181
119336,Espírito,B-NOME_LOCAL,9181
119337,Santo,I-NOME_LOCAL,9181
119339,Sua,O,9182
119340,destilação,O,9182
119341,é,O,9182
119342,louvada,O,9182
119343,em,O,9182
119344,prosa,O,9182
119345,e,O,9182
119346,verso,O,9182
119348,A,O,9183
119349,produção,O,9183
119350,é,O,9183
119351,artesanal,O,9183
119352,feita,O,9183
119353,com,O,9183
119354,cana,O,9183
119355,de,O,9183
119356,açúcar,O,9183
119357,selecionada,O,9183
119358,sem,O,9183
119359,queima,O,9183
119360,no,O,9183
119361,corte,O,9183
119363,destilada,O,9183
119364,em,O,9183
119365,alambique,B-EQUIPAMENTO_DESTILACAO,9183
119366,de,I-EQUIPAMENTO_DESTILACAO,9183
119367,cobre,I-EQUIPAMENTO_DESTILACAO,9183
119369,aquecido,O,9183
119370,com,O,9183
119371,fogo,O,9183
119372,a,O,9183
119373,lenha,O,9183
119375,Esta,O,9184
119376,característica,O,9184
119377,garante,O,9184
119378,gosto,O,9184
119379,suave,O,9184
119381,um,O,9184
119382,aroma,O,9184
119383,macio,O,9184
119384,sem,B-CARACTERISTICA_SENSORIAL_AROMA,9184
119385,amargor,I-CARACTERISTICA_SENSORIAL_AROMA,9184
119386,e,O,9184
119387,com,O,9184
119388,acidez,B-CARACTERISTICA_SENSORIAL_AROMA,9184
119389,equilibrada,I-CARACTERISTICA_SENSORIAL_AROMA,9184
119391,Produzida,O,9185
119392,desde,O,9185
119393,1943,B-TEMPO,9185
119395,A,O,9185
119396,Cachaça,O,9185
119397,Santa,B-NOME_BEBIDA,9185
119398,Terezinha,I-NOME_BEBIDA,9185
119399,Carvalho,B-TIPO_MADEIRA,9185
119400,Europeu,I-TIPO_MADEIRA,9185
119401,é,O,9185
119402,uma,O,9185
119403,cachaça,O,9185
119404,de,O,9185
119405,aroma,O,9185
119406,e,O,9185
119407,sabor,O,9185
119408,inigualáveis,O,9185
119410,sendo,O,9185
119411,envelhecida,O,9185
119412,por,O,9185
119413,2,B-TEMPO_ARMAZENAMENTO,9185
119414,anos,I-TEMPO_ARMAZENAMENTO,9185
119416,em,O,9185
119417,barris,B-RECIPIENTE_ARMAZENAMENTO,9185
119418,de,O,9185
119419,carvalho,B-TIPO_MADEIRA,9185
119420,europeu,I-TIPO_MADEIRA,9185
119422,Essa,O,9186
119423,maravilhosa,O,9186
119424,cachaça,O,9186
119425,possui,O,9186
119426,uma,O,9186
119427,acidez,O,9186
119428,bem,O,9186
119429,presente,O,9186
119431,sendo,O,9186
119432,uma,O,9186
119433,bebida,O,9186
119434,a,O,9186
119435,ser,O,9186
119436,apreciada,O,9186
119437,em,O,9186
119438,momentos,O,9186
119439,especiais,O,9186
119441,LOCAL,O,9187
119442,DE,O,9187
119443,PRODUÇÃO,O,9187
119445,REGIÃO,B-NOME_LOCAL,9187
119446,DO,I-NOME_LOCAL,9187
119447,VALE,I-NOME_LOCAL,9187
119448,DO,I-NOME_LOCAL,9187
119449,CANAÃ,I-NOME_LOCAL,9187
119451,ES,B-NOME_LOCAL,9187
119452,Barril,O,9188
119454,A,O,9188
119455,Cachaça,O,9188
119456,Santa,B-NOME_BEBIDA,9188
119457,Terezinha,I-NOME_BEBIDA,9188
119458,Carvalho,B-TIPO_MADEIRA,9188
119459,é,O,9188
119460,uma,O,9188
119461,cachaça,O,9188
119462,produzida,O,9188
119463,artesanalmente,O,9188
119464,pela,O,9188
119465,Fazenda,B-NOME_ORGANIZACAO,9188
119466,Santa,I-NOME_ORGANIZACAO,9188
119467,Terezinha,I-NOME_ORGANIZACAO,9188
119469,localizada,O,9188
119470,na,O,9188
119471,Região,B-NOME_LOCAL,9188
119472,do,I-NOME_LOCAL,9188
119473,Vale,I-NOME_LOCAL,9188
119474,do,I-NOME_LOCAL,9188
119475,Canaã,I-NOME_LOCAL,9188
119477,situada,O,9188
119478,nas,O,9188
119479,montanhas,O,9188
119480,do,O,9188
119481,Espírito,B-NOME_LOCAL,9188
119482,Santo,I-NOME_LOCAL,9188
119484,Esta,O,9189
119485,é,O,9189
119486,uma,O,9189
119487,cachaça,O,9189
119488,de,O,9189
119489,aroma,O,9189
119490,e,O,9189
119491,sabor,O,9189
119492,inigualáveis,O,9189
119494,sendo,O,9189
119495,envelhecida,O,9189
119496,por,O,9189
119497,2,B-TEMPO_ARMAZENAMENTO,9189
119498,anos,I-TEMPO_ARMAZENAMENTO,9189
119500,em,O,9189
119501,barris,B-RECIPIENTE_ARMAZENAMENTO,9189
119502,de,O,9189
119503,carvalho,B-TIPO_MADEIRA,9189
119504,europeu,I-TIPO_MADEIRA,9189
119506,Essa,O,9190
119507,maravilhosa,O,9190
119508,cachaça,O,9190
119509,possui,O,9190
119510,uma,O,9190
119511,acidez,O,9190
119512,bem,O,9190
119513,presente,O,9190
119515,sendo,O,9190
119516,uma,O,9190
119517,bebida,O,9190
119518,a,O,9190
119519,ser,O,9190
119520,apreciada,O,9190
119521,em,O,9190
119522,momentos,O,9190
119523,especiais,O,9190
119525,Volume,O,9191
119527,500,B-VOLUME,9191
119528,ML,I-VOLUME,9191
119529,Graduação,O,9192
119530,Alcóolica,O,9192
119532,30%,B-GRADUACAO_ALCOOLICA,9192
119533,VOL,O,9192
119538,NOME,O,9194
119539,DA,O,9194
119540,CACHAÇA,O,9194
119542,Cachaça,O,9194
119543,Jamel,B-NOME_BEBIDA,9194
119544,Ouro,B-CLASSIFICACAO_BEBIDA,9194
119545,PREÇO,O,9195
119547,R$,B-PRECO,9195
119548,24,I-PRECO,9195
119549,",",I-PRECO,9195
119550,90,I-PRECO,9195
119551,DESCRIÇÃO,O,9196
119552,DA,O,9196
119553,CACHAÇA,O,9196
119555,Cachaça,O,9196
119556,Jamel,B-NOME_BEBIDA,9196
119557,Ouro,B-CLASSIFICACAO_BEBIDA,9196
119558,970ml,B-VOLUME,9196
119560,Cachaça,O,9197
119561,amarela,B-CARACTERISTICA_SENSORIAL_COR,9197
119563,elaborada,O,9197
119564,a,O,9197
119565,partir,O,9197
119566,de,O,9197
119567,caldo,O,9197
119568,de,O,9197
119569,cana,O,9197
119571,de,O,9197
119573,açúcar,O,9197
119575,envelhecida,O,9197
119576,em,O,9197
119577,barris,B-RECIPIENTE_ARMAZENAMENTO,9197
119578,de,O,9197
119579,carvalho,B-TIPO_MADEIRA,9197
119581,Volume,O,9198
119583,970,B-VOLUME,9198
119584,ml,I-VOLUME,9198
119585,GRADUAÇÃO,O,9199
119586,ALCOÓLICA,O,9199
119588,39%,B-GRADUACAO_ALCOOLICA,9199
119589,vol,O,9199
119594,NOME,O,9201
119595,DA,O,9201
119596,CACHAÇA,O,9201
119598,Cachaça,O,9201
119599,Leblon,B-NOME_BEBIDA,9201
119600,PREÇO,O,9202
119602,R$,B-PRECO,9202
119603,99,I-PRECO,9202
119604,",",I-PRECO,9202
119605,90,I-PRECO,9202
119606,DESCRIÇÃO,O,9203
119607,DA,O,9203
119608,CACHAÇA,O,9203
119610,Cachaça,O,9203
119611,Leblon,B-NOME_BEBIDA,9203
119612,750,B-VOLUME,9203
119613,ml,I-VOLUME,9203
119615,A,O,9204
119616,Leblon,B-NOME_BEBIDA,9204
119617,é,O,9204
119618,uma,O,9204
119619,cachaça,O,9204
119620,fina,O,9204
119621,de,O,9204
119622,alambique,O,9204
119623,produzida,O,9204
119624,artesanalmente,O,9204
119625,em,O,9204
119626,Patos,B-NOME_LOCAL,9204
119627,de,I-NOME_LOCAL,9204
119628,Minas,I-NOME_LOCAL,9204
119630,MG,B-NOME_LOCAL,9204
119632,Abaixo,O,9205
119633,as,O,9205
119634,características,O,9205
119635,que,O,9205
119636,fazem,O,9205
119637,da,O,9205
119638,Leblon,B-NOME_BEBIDA,9205
119639,um,O,9205
119640,cachaça,O,9205
119641,artesanal,O,9205
119642,diferenciada,O,9205
119645,O,O,9205
119646,mestre,O,9205
119648,Todo,O,9205
119649,o,O,9205
119650,processo,O,9205
119651,é,O,9205
119652,liderado,O,9205
119653,por,O,9205
119654,Gilles,B-NOME_PESSOA,9205
119655,Merlet,I-NOME_PESSOA,9205
119657,famoso,O,9205
119658,Máster,O,9205
119659,Distiller,O,9205
119660,de,O,9205
119661,Cognac,O,9205
119663,e,O,9205
119664,agora,O,9205
119665,um,O,9205
119666,dos,O,9205
119667,mais,O,9205
119668,proeminentes,O,9205
119669,produtores,O,9205
119670,de,O,9205
119671,cachaça,O,9205
119672,artesanal,O,9205
119675,Descanso,O,9206
119677,A,O,9206
119678,cachaça,O,9206
119679,Leblon,B-NOME_BEBIDA,9206
119680,é,O,9206
119681,refinada,O,9206
119682,através,O,9206
119683,de,O,9206
119684,um,O,9206
119685,descanso,O,9206
119686,de,O,9206
119687,até,O,9206
119688,6,B-TEMPO_ARMAZENAMENTO,9206
119689,meses,I-TEMPO_ARMAZENAMENTO,9206
119690,em,O,9206
119691,barris,B-RECIPIENTE_ARMAZENAMENTO,9206
119692,de,I-RECIPIENTE_ARMAZENAMENTO,9206
119693,Cognac,I-RECIPIENTE_ARMAZENAMENTO,9206
119694,XO,I-RECIPIENTE_ARMAZENAMENTO,9206
119696,resultando,O,9206
119697,em,O,9206
119698,um,O,9206
119699,sabor,O,9206
119700,ultra,O,9206
119701,suave,O,9206
119704,Filtragem,O,9207
119706,A,O,9207
119707,Leblon,B-NOME_BEBIDA,9207
119708,é,O,9207
119709,triplamente,O,9207
119710,filtrada,O,9207
119711,usando,O,9207
119712,um,O,9207
119713,processo,O,9207
119714,orgânico,O,9207
119715,exclusivo,O,9207
119716,desenvolvido,O,9207
119717,pela,O,9207
119718,família,O,9207
119719,Merlet,O,9207
119720,durante,O,9207
119721,séculos,O,9207
119722,de,O,9207
119723,produção,O,9207
119724,de,O,9207
119725,cognac,O,9207
119728,Engarrafamento,O,9208
119730,O,O,9208
119731,toque,O,9208
119732,final,O,9208
119733,é,O,9208
119734,o,O,9208
119735,engarrafamento,O,9208
119736,em,O,9208
119737,uma,O,9208
119738,garrafa,O,9208
119739,cristalina,O,9208
119740,de,O,9208
119741,luxo,O,9208
119743,Volume,O,9209
119745,750,B-VOLUME,9209
119746,ml,I-VOLUME,9209
119747,GRADUAÇÃO,O,9210
119748,ALCOÓLICA,O,9210
119750,40%,B-GRADUACAO_ALCOOLICA,9210
119751,vol,O,9210
119756,NOME,O,9212
119757,DA,O,9212
119758,CACHAÇA,O,9212
119760,Cachaça,O,9212
119761,Ypióca,B-NOME_BEBIDA,9212
119762,150,I-NOME_BEBIDA,9212
119763,PREÇO,O,9213
119765,R$,B-PRECO,9213
119766,89,I-PRECO,9213
119767,",",I-PRECO,9213
119768,90,I-PRECO,9213
119769,DESCRIÇÃO,O,9214
119770,DA,O,9214
119771,CACHAÇA,O,9214
119773,Cachaça,O,9214
119774,Ypióca,B-NOME_BEBIDA,9214
119775,150,I-NOME_BEBIDA,9214
119776,700,B-VOLUME,9214
119777,ml,I-VOLUME,9214
119779,Edição,O,9215
119780,comemorativa,O,9215
119781,de,O,9215
119782,150,B-TEMPO,9215
119783,anos,I-TEMPO,9215
119784,de,O,9215
119785,História,O,9215
119787,Nova,O,9216
119788,embalagem,O,9216
119789,com,O,9216
119790,mesmo,O,9216
119791,sabor,O,9216
119793,A,O,9217
119794,perfeita,O,9217
119795,combinação,O,9217
119796,dos,O,9217
119797,sabores,O,9217
119798,nobres,O,9217
119799,de,O,9217
119800,bálsamo,B-TIPO_MADEIRA,9217
119801,e,O,9217
119802,carvalho,B-TIPO_MADEIRA,9217
119804,Aguardente,O,9218
119805,destilada,O,9218
119806,de,O,9218
119807,cana,O,9218
119809,de,O,9218
119811,açúcar,O,9218
119812,envelhecida,O,9218
119813,6,B-TEMPO_ARMAZENAMENTO,9218
119814,anos,I-TEMPO_ARMAZENAMENTO,9218
119816,sendo,O,9218
119817,3,B-TEMPO_ARMAZENAMENTO,9218
119818,anos,I-TEMPO_ARMAZENAMENTO,9218
119819,em,O,9218
119820,tonéis,B-RECIPIENTE_ARMAZENAMENTO,9218
119821,de,O,9218
119822,bálsamo,B-TIPO_MADEIRA,9218
119823,e,O,9218
119824,3,B-TEMPO_ARMAZENAMENTO,9218
119825,anos,I-TEMPO_ARMAZENAMENTO,9218
119826,em,O,9218
119827,tonéis,B-RECIPIENTE_ARMAZENAMENTO,9218
119828,de,O,9218
119829,carvalho,B-TIPO_MADEIRA,9218
119831,adquirindo,O,9218
119832,sabor,O,9218
119833,e,O,9218
119834,bouquet,O,9218
119835,inconfundíveis,O,9218
119837,Notas,B-CARACTERISTICA_SENSORIAL_AROMA,9219
119838,de,I-CARACTERISTICA_SENSORIAL_AROMA,9219
119839,baunilha,I-CARACTERISTICA_SENSORIAL_AROMA,9219
119841,caramelo,B-CARACTERISTICA_SENSORIAL_AROMA,9219
119842,e,O,9219
119843,melaço,B-CARACTERISTICA_SENSORIAL_AROMA,9219
119844,encorporam,O,9219
119845,esta,O,9219
119846,cachaça,O,9219
119847,aveludada,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,9219
119849,Para,O,9220
119850,degustar,O,9220
119851,pura,O,9220
119853,deixe,O,9220
119854,gelar,O,9220
119855,no,O,9220
119856,freezer,O,9220
119857,e,O,9220
119858,sirva,O,9220
119859,acompanhado,O,9220
119860,dos,O,9220
119861,petiscos,O,9220
119862,de,O,9220
119863,sua,O,9220
119864,preferência,O,9220
119866,Volume,O,9221
119868,700,B-VOLUME,9221
119869,ml,I-VOLUME,9221
119870,GRADUAÇÃO,O,9222
119871,ALCOÓLICA,O,9222
119873,39%,B-GRADUACAO_ALCOOLICA,9222
119874,vol,O,9222
119879,NOME,O,9224
119880,DA,O,9224
119881,CACHAÇA,O,9224
119883,Cachaça,O,9224
119884,Ypióca,B-NOME_BEBIDA,9224
119885,160,I-NOME_BEBIDA,9224
119886,PREÇO,O,9225
119888,R$,B-PRECO,9225
119889,149,I-PRECO,9225
119890,",",I-PRECO,9225
119891,90,I-PRECO,9225
119892,DESCRIÇÃO,O,9226
119893,DA,O,9226
119894,CACHAÇA,O,9226
119896,Cachaça,O,9226
119897,Ypióca,B-NOME_BEBIDA,9226
119898,160,I-NOME_BEBIDA,9226
119899,700,B-VOLUME,9226
119900,ml,I-VOLUME,9226
119902,Nova,O,9227
119903,Garrafa,O,9227
119905,mesmo,O,9227
119906,sabor,O,9227
119910,Medalha,O,9228
119911,de,O,9228
119912,Ouro,O,9228
119913,no,O,9228
119914,Concurso,O,9228
119915,Mundial,O,9228
119916,de,O,9228
119917,Bruxelas,B-NOME_LOCAL,9228
119918,edição,O,9228
119919,Brasil,B-NOME_LOCAL,9228
119920,em,O,9228
119921,2017,B-TEMPO,9228
119923,Cachaça,O,9229
119924,Ypioca,B-NOME_BEBIDA,9229
119925,160,I-NOME_BEBIDA,9229
119926,é,O,9229
119927,a,O,9229
119928,edição,O,9229
119929,comemorativa,O,9229
119930,aos,O,9229
119931,160,B-TEMPO,9229
119932,anos,I-TEMPO,9229
119933,de,O,9229
119934,Ypióca,B-NOME_BEBIDA,9229
119936,Um,O,9230
119937,blend,B-CLASSIFICACAO_BEBIDA,9230
119938,único,O,9230
119939,e,O,9230
119940,exclusivo,O,9230
119941,de,O,9230
119942,cachaça,O,9230
119943,e,O,9230
119944,malte,O,9230
119946,resultando,O,9230
119947,em,O,9230
119948,um,O,9230
119949,sabor,O,9230
119950,surpreendente,O,9230
119951,e,O,9230
119952,aveludado,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,9230
119954,Para,O,9231
119955,degustar,O,9231
119956,pura,O,9231
119958,deixe,O,9231
119959,gelar,O,9231
119960,no,O,9231
119961,freezer,O,9231
119963,O,O,9232
119964,processo,O,9232
119965,de,O,9232
119966,envelhecimento,O,9232
119967,leva,O,9232
119968,seis,B-TEMPO_ARMAZENAMENTO,9232
119969,anos,I-TEMPO_ARMAZENAMENTO,9232
119970,em,O,9232
119971,barris,B-RECIPIENTE_ARMAZENAMENTO,9232
119972,de,O,9232
119973,carvalho,B-TIPO_MADEIRA,9232
119975,sendo,O,9232
119976,a,O,9232
119977,única,O,9232
119978,cachaça,O,9232
119979,no,O,9232
119980,mundo,O,9232
119981,que,O,9232
119982,leva,O,9232
119983,malte,O,9232
119984,em,O,9232
119985,sua,O,9232
119986,composição,O,9232
119988,O,O,9233
119989,nome,O,9233
119990,remete,O,9233
119991,ao,O,9233
119992,aniversário,O,9233
119993,de,O,9233
119994,160,B-TEMPO,9233
119995,anos,I-TEMPO,9233
119996,da,O,9233
119997,marca,O,9233
119999,A,O,9234
120000,sofisticação,O,9234
120001,da,O,9234
120002,cachaça,O,9234
120003,começa,O,9234
120004,na,O,9234
120005,embalagem,O,9234
120006,e,O,9234
120007,continua,O,9234
120008,dentro,O,9234
120009,da,O,9234
120010,garrafa,O,9234
120012,com,O,9234
120013,39%,B-GRADUACAO_ALCOOLICA,9234
120014,de,O,9234
120015,teor,O,9234
120016,alcoólico,O,9234
120018,a,O,9234
120019,bebida,O,9234
120020,tem,O,9234
120021,como,O,9234
120022,notas,O,9234
120023,de,O,9234
120024,composição,O,9234
120025,o,O,9234
120026,carvalho,B-TIPO_MADEIRA,9234
120027,e,O,9234
120028,o,O,9234
120029,malte,O,9234
120031,sendo,O,9234
120032,que,O,9234
120033,o,O,9234
120034,este,O,9234
120035,último,O,9234
120036,lhe,O,9234
120037,confere,O,9234
120038,um,O,9234
120039,sabor,O,9234
120040,adocicado,B-CARACTERISTICA_SENSORIAL_SABOR,9234
120042,A,O,9235
120043,Ypioca,B-NOME_BEBIDA,9235
120044,160,I-NOME_BEBIDA,9235
120045,é,O,9235
120046,considerada,O,9235
120047,um,O,9235
120048,dos,O,9235
120049,melhores,O,9235
120050,rótulos,O,9235
120051,do,O,9235
120052,mundo,O,9235
120054,Em,O,9236
120055,2007,B-TEMPO,9236
120057,antes,O,9236
120058,mesmo,O,9236
120059,de,O,9236
120060,ser,O,9236
120061,lançada,O,9236
120062,no,O,9236
120063,Brasil,B-NOME_LOCAL,9236
120065,a,O,9236
120066,bebida,O,9236
120067,foi,O,9236
120068,premiada,O,9236
120069,como,O,9236
120070,a,O,9236
120071,melhor,O,9236
